,shopid,userid
9203,145664808,2
9204,145694343,121
9205,145711550,17
9206,145718654,2
9207,145765465,2
9208,145777302,73
9209,145791952,9
9210,145806234,65
9211,145818032,74
9212,145824102,68
9213,145841067,40
9214,145864357,27
9215,145871137,2
9216,145910693,2
9217,145946008,1
9218,145958885,3
9219,145960597,8
9220,145961412,2
9221,145961495,1
9222,145961836,6
9223,145969988,11
9224,145975456,1
9225,145978139,1
9226,145978982,2
9227,145986052,6
9228,145994984,2
9229,146017473,1
9230,146058635,1
9231,146072997,4
9232,146075985,2
9233,146090761,7
9234,146100412,1
9235,146141301,46
9236,146144985,9
9237,146184334,4
9238,146263823,3
9239,146301727,4
9240,146388517,7
9241,146459573,3
9242,146493368,40
9243,146752779,1
9244,146812475,2
9245,146813297,4
9246,146813809,30
9247,146814933,35
9248,146815212,1
9249,146815334,3
9250,146816647,2
9251,146817626,3
9252,146819665,1
9253,146820190,1
9254,146823580,3
9255,146824285,5
9256,146824452,2
9257,146833400,1
9258,146850749,18
9259,146856854,16
9260,146864646,14
9261,146866734,3
9262,146869170,8
9263,146877969,12
9264,146897556,1
9265,146903070,1
9266,146951931,1
9267,146952861,20
9268,146971508,2
9269,147105204,2
9270,147114609,2
9271,147115161,1
9272,147115674,3
9273,147116324,8
9274,147116623,1
9275,147117679,4
9276,147117844,4
9277,147118226,1
9278,147118516,1
9279,147118741,1
9280,147118959,8
9281,147119170,20
9282,147119725,1
9283,147123027,2
9284,147123354,43
9285,147124079,3
9286,147134579,1
9287,147137982,1
9288,147144170,1
9289,147144268,1
9290,147173673,23
9291,147174002,19
9292,147183002,2
9293,147198125,7
9294,147237860,9
9295,147395095,13
9296,147398485,245
9297,147414859,2
9298,147425929,3
9299,147434859,1
9300,147441016,1
9301,147450074,1
9302,147478912,1
9303,147496597,10
9304,147505252,15
9305,147505361,6
9306,147508069,27
9307,147542042,2
9308,147627088,82
9309,147644111,3
9310,147653462,1
9311,147675334,6
9312,147697291,3
9313,147697574,8
9314,147706582,7
9315,147708546,10
9316,147718794,3
9317,147757565,4
9318,147779061,16
9319,147855136,2
9320,147856847,1
9321,147897159,1
9322,147902865,2
9323,147903030,1
9324,147903677,11
9325,147903750,10
9326,147904028,2
9327,147904470,1
9328,147904748,9
9329,147905814,1
9330,147906073,65
9331,147906917,144
9332,147931674,6
9333,147941492,11703
9334,147958996,2
9335,147983617,2
9336,147995889,6
9337,147997211,1
9338,148009418,1
9339,148012994,4
9340,148037427,2
9341,148043541,20
9342,148044608,4
9343,148045360,271
9344,148057134,5
9345,148138489,2
9346,148307308,3
9347,148336730,3
9348,148583561,2
9349,148808980,1
9350,148809804,4
9351,148811005,31
9352,148818879,18
9353,148821394,21
9354,148836506,9
9355,148841944,6
9356,148856653,7
9357,148866409,23
9358,148907111,2
9359,148917764,88
9360,148930681,6
9361,148985690,1
9362,149034788,1
9363,149049862,1
9364,149109166,2
9365,149133988,2
9366,149137531,1
9367,149137973,12
9368,149140799,1
9369,149142966,2
9370,149148797,1
9371,149160743,53
9372,149193451,1
9373,149193495,16
9374,149193726,3
9375,149193892,1
9376,149198926,2
9377,149206634,3
9378,149208870,2
9379,149215430,1
9380,149224352,6
9381,149254894,43
9382,149265868,4
9383,149282003,3
9384,149299692,12
9385,149448660,1
9386,149457939,97
9387,149461621,6
9388,149461762,6
9389,149461891,4
9390,149462234,5
9391,149462319,13
9392,149462431,5
9393,149465143,78
9394,149467938,4
9395,149472597,2
9396,149477008,2
9397,149479350,1
9398,149483279,1
9399,149484452,4
9400,149497855,18
9401,149503269,3
9402,149504098,5
9403,149535659,2
9404,149561576,1
9405,149723163,1
9406,149725779,26
9407,149726258,6
9408,149726548,2
9409,149727025,5
9410,149727727,1
9411,149728021,3
9412,149728575,12
9413,149728767,8
9414,149729734,24
9415,149736011,1
9416,149743113,1
9417,149743340,1
9418,149743543,2
9419,149744189,12
9420,149744678,3
9421,149744858,3
9422,149749404,4
9423,149764709,4
9424,149773289,4
9425,149773412,1
9426,149773537,18
9427,149773657,68
9428,149773790,2
9429,149774089,14
9430,149775347,2
9431,149775625,1
9432,149776350,9
9433,149776672,2
9434,149776804,1
9435,149779841,18
9436,149780008,1
9437,149781500,4
9438,149781642,1
9439,149783110,1
9440,149789744,1
9441,149789932,17
9442,149792291,3
9443,149798605,1
9444,149801080,1
9445,149804062,3
9446,149811482,2
9447,149821871,19
9448,149824819,7
9449,149826430,1
9450,149828365,1
9451,149828485,207
9452,149829190,2
9453,149832924,13
9454,149838294,3
9455,150008257,1
9456,150009218,1
9457,150112869,2
9458,150119919,4
9459,150133749,70
9460,150138574,34
9461,150138583,3
9462,150208691,1
9463,150209213,25
9464,150218066,27
9465,150244585,12
9466,150253294,10
9467,150271786,1
9468,150299680,1
9469,150314933,7
9470,150420455,13
9471,150437046,4
9472,150506697,7
9473,150526730,41
9474,150534543,8
9475,150553948,31
9476,150628723,3
9477,150634541,91
9478,151056062,1
9479,151067216,4
9480,151092929,3
9481,151133727,1
9482,151139102,6
9483,151144992,1
9484,151145454,1
9485,151146251,67
9486,151146454,25
9487,151157650,4
9488,151184191,10
9489,151193527,1
9490,151194633,4
9491,151202274,1
9492,151208650,19
9493,151217483,1
9494,151298471,2
9495,151301328,3
9496,151304170,1
9497,151311588,2
9498,151316292,3
9499,151322504,1
9500,151329391,1
9501,151334461,16
9502,151338254,1
9503,151343326,28
9504,151349322,41
9505,151358986,9
9506,151364870,23
9507,151371857,76
9508,151395692,1
9509,151400394,13
9510,151409130,21
9511,151459092,17
9512,151550724,4
9513,151556698,51
9514,151578689,8
9515,151582674,1
9516,151634088,2
9517,151681460,10
9518,151695962,34
9519,151697239,17
9520,151698344,1
9521,151732743,1
9522,151853506,3
9523,151862045,2
9524,151862967,6
9525,151864469,82
9526,151864955,2
9527,151865109,8
9528,151865393,24
9529,151865497,149
9530,151865618,1
9531,151866025,2
9532,151880404,2
9533,151932306,14
9534,151932465,21
9535,151937807,35
9536,151938290,24
9537,151938823,2
9538,151958490,5
9539,151960058,1
9540,151961305,31
9541,151998684,1
9542,152003556,10
9543,152003699,3
9544,152004593,2
9545,152007049,1
9546,152030152,1
9547,152160352,2
9548,152161133,1
9549,152165131,1
9550,152168519,2
9551,152171000,4
9552,152171140,1
9553,152174237,2
9554,152212132,1
9555,152234237,10
9556,152239074,7
9557,152243570,10
9558,152247590,22
9559,152249378,14
9560,152249440,20
9561,152249535,7
9562,152249735,1
9563,152249818,13
9564,152249871,17
9565,152249929,4
9566,152250055,4
9567,152250124,9
9568,152250503,4
9569,152251709,8
9570,152252968,5
9571,152253404,8
9572,152253596,4
9573,152254221,28
9574,152254356,1
9575,152257273,1
9576,152257685,2
9577,152273042,11
9578,152295628,4
9579,152330398,1
9580,152344847,15
9581,152415409,4
9582,152460799,30
9583,152569117,24
9584,152679419,5
9585,152855859,1
9586,152857318,3
9587,152857791,1
9588,152860292,1
9589,152871252,36
9590,152909391,12
9591,152911125,26
9592,152911194,13
9593,152911294,9
9594,152911385,15
9595,152911441,30
9596,152911522,14
9597,152926942,2
9598,152973175,2
9599,152973824,4
9600,152973898,53
9601,152973978,35
9602,152974049,8
9603,152974174,9
9604,153072248,1
9605,153078038,4
9606,153117150,3
9607,153120897,3
9608,153121793,4
9609,153122110,1
9610,153123704,1
9611,153124852,2
9612,153125554,1
9613,153125715,19
9614,153126456,1
9615,153126513,1
9616,153126935,2
9617,153127338,1
9618,153128060,14
9619,153129200,4
9620,153129229,1
9621,153129977,3
9622,153136496,1
9623,153148263,14
9624,153152014,18
9625,153152129,21
9626,153158584,3
9627,153166603,2
9628,153206786,16
9629,153221256,1
9630,153260676,1
9631,153270684,6
9632,153294173,131
9633,153311311,2
9634,153311525,63
9635,153314154,4
9636,153328646,1
9637,153333603,2
9638,153335384,2
9639,153335443,1
9640,153335627,15
9641,153335680,1
9642,153335722,13
9643,153335780,1
9644,153410043,115
9645,153444897,3
9646,153445196,4
9647,153451201,9
9648,153455065,1
9649,153457422,39
9650,153460136,31
9651,153462600,2
9652,153466773,2
9653,153496374,1
9654,153498238,1
9655,153499818,1
9656,153501173,1
9657,153503710,1
9658,153512088,11
9659,153514330,105
9660,153530155,1
9661,153530329,1
9662,153532184,2
9663,153532496,2
9664,153533552,2
9665,153533673,2
9666,153557550,48
9667,153558992,12
9668,153575206,1
9669,153664460,1
9670,153671410,1
9671,153672697,3
9672,153673686,2
9673,153673968,2
9674,153674755,6
9675,153675490,4
9676,153675864,2
9677,153676384,1
9678,153677175,1
9679,153678908,1
9680,153682913,1
9681,153684203,1
9682,153685129,21
9683,153685577,1
9684,153687080,1
9685,153689358,1
9686,153691458,16
9687,153691572,3
9688,153692108,2
9689,153696666,1
9690,153711069,4
9691,153711585,1
9692,153715596,18
9693,153724296,2
9694,153745158,47
9695,153746042,124
9696,153746662,1
9697,153763955,6
9698,153776973,18
9699,153778805,1
9700,153849290,136
9701,153876301,5
9702,153911404,3
9703,153947224,4
9704,153966647,125
9705,154074176,358
9706,154219611,6
9707,154357840,3
9708,154364598,5
9709,154365265,1
9710,154401376,1
9711,154403031,1
9712,154408501,120
9713,154409977,1
9714,154411394,1
9715,154412546,2
9716,154412620,1
9717,154413127,2
9718,154414235,3
9719,154415856,1
9720,154416435,3
9721,154416890,1
9722,154417040,1
9723,154417219,1
9724,154417375,1
9725,154417613,2
9726,154417683,1
9727,154417779,1
9728,154418165,8
9729,154418247,1
9730,154420255,1
9731,154420343,1
9732,154420667,2
9733,154423135,1
9734,154425781,1
9735,154428223,2
9736,154430193,4
9737,154464658,3
9738,154480273,1
9739,154528749,1
9740,154580121,45
9741,154581726,1
9742,154583620,2
9743,154585230,1
9744,154587174,2
9745,154589565,7
9746,154589753,2
9747,154589882,3
9748,154602196,2
9749,154602536,2
9750,154605295,5
9751,154610480,2
9752,154611443,1
9753,154627942,1
9754,154638414,3
9755,154639436,2
9756,154651974,1
9757,154665307,16
9758,154676676,18
9759,154677478,12
9760,154690284,4
9761,154690376,7
9762,154690478,1
9763,154690583,2
9764,154690870,1
9765,154691514,1
9766,154691894,1
9767,154692282,31
9768,154702364,2
9769,154749804,3
9770,154822835,7
9771,154824610,1
9772,154829103,2
9773,154834676,6
9774,154837427,2
9775,154843675,4
9776,154844115,13
9777,154845399,4
9778,154846571,1
9779,154850199,1
9780,154871447,1
9781,154878164,2
9782,154878985,9
9783,154881932,5
9784,154882426,1
9785,154883341,1
9786,154885383,105
9787,154886357,3
9788,154891142,3
9789,154898432,1
9790,154901434,3
9791,154906817,3
9792,154928691,42
9793,154941845,3
9794,154975217,1
9795,155016230,3
9796,155073059,2
9797,155074260,1
9798,155075170,4
9799,155076258,1
9800,155080899,1
9801,155081167,1
9802,155081372,2
9803,155081577,3
9804,155082901,5
9805,155083114,1
9806,155083691,6
9807,155083762,1
9808,155101235,4
9809,155105766,7
9810,155106140,15
9811,155106221,7
9812,155106298,1
9813,155106868,1
9814,155107328,1
9815,155107725,1
9816,155107916,1
9817,155108224,3
9818,155108331,1
9819,155109513,1
9820,155110569,1
9821,155111444,2
9822,155111568,5
9823,155111817,2
9824,155111893,1
9825,155111982,3
9826,155112174,1
9827,155112326,5
9828,155112715,1
9829,155113822,2
9830,155121171,2
9831,155123000,1
9832,155123792,1
9833,155124157,1
9834,155130525,2
9835,155134201,2
9836,155134310,2
9837,155134430,2
9838,155134587,1
9839,155135064,4
9840,155135136,5
9841,155135244,1
9842,155135413,1
9843,155135628,6
9844,155143347,45
9845,155143785,3
9846,155144013,5
9847,155144224,1
9848,155144755,2
9849,155144959,4
9850,155145027,2
9851,155145082,2
9852,155145150,2
9853,155145623,51
9854,155153893,1
9855,155168471,9
9856,155267407,17
9857,155275648,3
9858,155276248,23
9859,155276580,2
9860,155276964,2
9861,155277790,6
9862,155278251,2
9863,155278820,1
9864,155279036,2
9865,155279119,6
9866,155279594,1
9867,155280247,1
9868,155280638,5
9869,155281997,3
9870,155282586,1
9871,155284341,1
9872,155284605,1
9873,155285559,3
9874,155287761,1
9875,155287943,1
9876,155288228,1
9877,155288806,22
9878,155289033,1
9879,155291814,3
9880,155299637,37
9881,155323995,3
9882,155327913,35
9883,155361810,6
9884,155379031,1
9885,155381723,5
9886,155381818,2
9887,155382032,3
9888,155382137,8
9889,155382233,2
9890,155382408,10
9891,155382479,10
9892,155382548,7
9893,155436828,9
9894,155528444,2
9895,155539342,10
9896,155565515,5
9897,155571315,2
9898,155730849,1
9899,155811072,1
9900,155942916,5
9901,155953456,3
9902,155955071,1
9903,155958641,1
9904,155962526,4
9905,155973766,12
9906,155979758,2
9907,155998508,1
9908,156008010,27
9909,156018230,1
9910,156025177,9
9911,156045699,105
9912,156049009,12
9913,156049148,1
9914,156049795,4
9915,156050887,46
9916,156051093,8
9917,156051324,30
9918,156051643,1
9919,156052555,2
9920,156056432,1
9921,156056586,1
9922,156057821,13
9923,156057930,1
9924,156058101,6
9925,156058196,17
9926,156058308,4
9927,156058395,10
9928,156058494,1
9929,156058665,38
9930,156067236,1
9931,156084843,5
9932,156085827,1
9933,156100599,4
9934,156130510,18
9935,156130853,4
9936,156142365,2
9937,156177985,2
9938,156178251,6
9939,156179057,1
9940,156179730,1
9941,156180615,1
9942,156180781,1
9943,156181688,2
9944,156181723,6
9945,156182045,20
9946,156182603,3
9947,156183196,3
9948,156183295,1
9949,156183411,4
9950,156183659,1
9951,156184695,2
9952,156185311,2
9953,156185644,1
9954,156189911,2
9955,156191919,1
9956,156193503,1
9957,156194756,6
9958,156246169,40
9959,156248768,122
9960,156253161,2
9961,156266095,14
9962,156291703,1
9963,156291778,1
9964,156291994,4
9965,156292340,7
9966,156292400,22
9967,156292471,13
9968,156314855,1
9969,156315023,6
9970,156315095,9
9971,156315232,5
9972,156315311,4
9973,156315517,5
9974,156315579,3
9975,156316108,1
9976,156316728,4
9977,156316824,1
9978,156347008,3
9979,156352092,41
9980,156364876,1
9981,156376344,9
9982,156419328,1
9983,156420468,3
9984,156420535,1
9985,156420793,1
9986,156420980,1
9987,156423439,41
9988,156423790,2
9989,156471902,3
9990,156479521,1
9991,156480336,4
9992,156491018,43
9993,156498720,511
9994,156511424,1
9995,156536633,5
9996,156536710,6
9997,156536792,16
9998,156562815,1
9999,156563362,30
10000,156589367,9
10001,156652830,1
10002,156653790,1
10003,156671257,2
10004,156673858,1
10005,156674533,2
10006,156679040,1
10007,156680837,1
10008,156682195,1
10009,156683847,1
10010,156733665,30
10011,156734076,2
10012,156737309,1
10013,156741106,28
10014,156743449,2
10015,156758135,5
10016,156764612,2
10017,156766075,1
10018,156766143,2
10019,156766195,15
10020,156766978,3
10021,156770494,13
10022,156796353,1
10023,156882424,3
10024,156883302,277
10025,156887623,6
10026,156890403,1
10027,156890425,1
10028,156890956,1
10029,156891614,1
10030,156892269,2
10031,156893124,9
10032,156893155,4
10033,156895254,1
10034,156947435,5
10035,156987475,1
10036,156988458,2
10037,156990063,2
10038,156990203,1
10039,156991954,1
10040,156992488,2
10041,156992667,1
10042,156993318,2
10043,156993808,2
10044,156994016,1
10045,156994964,1
10046,156995057,11
10047,156995951,5
10048,156996981,1
10049,156997494,1
10050,156999793,5
10051,157000722,3
10052,157004840,1
10053,157012995,1
10054,157025264,1
10055,157025408,32
10056,157025663,2
10057,157025904,11
10058,157026117,5
10059,157026399,3
10060,157026569,4
10061,157026776,2
10062,157120605,3
10063,157148159,7
10064,157321291,2
10065,157385449,3
10066,157484643,1
10067,157587656,2
10068,157588797,1
10069,157594032,2
10070,157604450,1
10071,157604725,1
10072,157605063,1
10073,157605333,1
10074,157606503,1
10075,157607128,3
10076,157607264,73
10077,157608285,2
10078,157609142,1
10079,157620225,1
10080,157633413,24
10081,157680397,3
10082,157684996,1
10083,157685540,1
10084,157687818,2
10085,157733142,2
10086,157778974,19
10087,157830762,20
10088,157835235,2
10089,157836300,1
10090,157839506,5
10091,157847846,1
10092,157851524,3
10093,157851668,1
10094,157852746,16
10095,157853614,2
10096,157854286,4
10097,157854326,1
10098,157855292,12
10099,157855644,4
10100,157856011,2
10101,157907715,5
10102,157922596,2
10103,157923338,5
10104,157924169,3
10105,157925488,2
10106,157929533,2
10107,157931443,1
10108,157939195,3
10109,157968141,4
10110,157976199,21
10111,158028762,1
10112,158057767,2
10113,158066512,1
10114,158067558,3
10115,158068911,1
10116,158071569,1
10117,158075782,2
10118,158076043,1
10119,158076483,1
10120,158079828,6
10121,158079916,2
10122,158080789,1
10123,158081846,18
10124,158086257,2
10125,158086569,2
10126,158090519,6
10127,158091517,1
10128,158093506,3
10129,158094560,82
10130,158094562,1
10131,158094874,2
10132,158099048,1
10133,158102700,4
10134,158129579,59
10135,158152364,4
10136,158156478,7
10137,158156700,76
10138,158157006,12
10139,158157681,1
10140,158157875,2
10141,158170818,6
10142,158213963,20
10143,158235164,1
10144,158312344,38
10145,158313200,2
10146,158315084,1
10147,158317432,3
10148,158320851,1
10149,158323273,1
10150,158324022,2
10151,158324286,1
10152,158324484,2
10153,158327084,1
10154,158327338,3
10155,158327972,2
10156,158328363,1
10157,158328545,4
10158,158329427,2
10159,158329563,6
10160,158331319,8
10161,158332037,1
10162,158332303,4
10163,158332512,1
10164,158335952,2
10165,158336327,1
10166,158337447,1
10167,158345790,1
10168,158347235,1
10169,158348930,41
10170,158349950,1
10171,158367244,3
10172,158368281,1
10173,158370652,3
10174,158374021,3
10175,158385053,5
10176,158413940,2
10177,158414055,14
10178,158414112,6
10179,158414176,10
10180,158417758,2
10181,158438210,9
10182,158448460,372
10183,158544309,1
10184,158544388,1
10185,158544468,1
10186,158544516,2
10187,158544587,9
10188,158544709,1
10189,158544863,4
10190,158545012,4
10191,158545183,2
10192,158549787,17
10193,158550010,7
10194,158557526,1
10195,158561046,1
10196,158561283,2
10197,158565594,1
10198,158565851,1
10199,158566944,2
10200,158567476,5
10201,158569173,1
10202,158569416,1
10203,158569677,3
10204,158572386,1
10205,158573279,2
10206,158579142,2
10207,158581455,1
10208,158614619,1
10209,158621693,2
10210,158624643,2
10211,158626345,1
10212,158626652,1
10213,158627373,1
10214,158629794,3
10215,158634002,68
10216,158638942,29
10217,158650368,11
10218,158653441,4
10219,158659012,17
10220,158669160,1
10221,158672371,1
10222,158674231,8
10223,158712691,6
10224,158715616,4
10225,158730491,1
10226,158784593,2
10227,158796753,1
10228,158799003,3
10229,158802088,1
10230,158822028,17
10231,159070922,1
10232,159127371,28
10233,159145541,2
10234,159173811,4
10235,159241151,17
10236,159283439,5
10237,159302635,2
10238,159313616,3
10239,159314076,3
10240,159348986,4
10241,159362317,2
10242,159363477,1
10243,159364863,1
10244,159365170,1
10245,159365534,17
10246,159371893,12
10247,159391322,2
10248,159394480,1
10249,159396432,2
10250,159397271,1
10251,159402738,5
10252,159419221,4
10253,159522137,1
10254,159526236,1
10255,159528023,1
10256,159529611,2
10257,159529860,1
10258,159531665,1
10259,159532464,2
10260,159532817,1
10261,159535692,1
10262,159536120,1
10263,159537990,1
10264,159542432,9
10265,159543145,2
10266,159546900,6
10267,159550026,3
10268,159551573,1
10269,159553863,1
10270,159556422,8
10271,159586360,2
10272,159592018,1
10273,159598097,1
10274,159600385,4
10275,159602511,4
10276,159605061,9
10277,159605223,1
10278,159610276,10
10279,159619232,1
10280,159619435,3
10281,159619616,3
10282,159619973,2
10283,159621580,1
10284,159621692,12
10285,159621773,2
10286,159621898,1
10287,159622032,5
10288,159622335,4
10289,159641500,6
10290,159643874,14
10291,159644151,9
10292,159649320,17
10293,159650798,1
10294,159660078,2
10295,159672892,1
10296,159683838,1
10297,159707052,2
10298,159726484,30
10299,159736784,3
10300,159776576,2
10301,159780195,12
10302,159786998,2
10303,159790428,1
10304,159792266,1
10305,159794198,95
10306,159794505,1
10307,159795871,19
10308,159796454,1
10309,159798457,1
10310,159798892,1
10311,159799217,1
10312,159800336,3
10313,159830232,92
10314,159849735,10
10315,159856050,5
10316,159859052,1
10317,159879078,32
10318,159880981,6
10319,159966877,11
10320,160078165,2
10321,160088468,4
10322,160097452,4
10323,160103141,5
10324,160109888,1
10325,160118051,14
10326,160119081,17
10327,160135616,58
10328,160138423,1
10329,160139209,4
10330,160141723,66
10331,160141859,2
10332,160154082,6
10333,160168780,5
10334,160169814,10
10335,160169901,1
10336,160170167,11
10337,160170601,6
10338,160171478,6
10339,160183905,1
10340,160188664,1
10341,160198996,2
10342,160207448,5
10343,160220186,31
10344,160227310,5
10345,160257569,1
10346,160280428,45
10347,160281005,33
10348,160285041,1
10349,160285552,3
10350,160285836,1
10351,160286543,1
10352,160286709,3
10353,160288001,4
10354,160288390,1
10355,160288589,1
10356,160289397,1
10357,160289745,1
10358,160290040,1
10359,160296207,1
10360,160296802,9
10361,160299983,1
10362,160300708,1
10363,160301053,1
10364,160301129,1
10365,160301182,1
10366,160302129,1
10367,160302692,1
10368,160303754,1
10369,160305246,2
10370,160305762,80
10371,160306320,1
10372,160306682,1
10373,160308323,1
10374,160311033,1
10375,160311102,1
10376,160311852,2
10377,160312705,1
10378,160313167,2
10379,160313952,2
10380,160314753,2
10381,160315308,1
10382,160315808,1
10383,160316051,2
10384,160318104,1
10385,160318139,1
10386,160318203,1
10387,160319797,11
10388,160323528,1
10389,160323720,1
10390,160324314,4
10391,160324772,1
10392,160325766,1
10393,160326019,4
10394,160326241,83
10395,160327700,1
10396,160327966,1
10397,160328873,1
10398,160345655,2
10399,160346361,1
10400,160348422,8
10401,160349275,2
10402,160352250,5
10403,160352379,1
10404,160353147,1
10405,160353546,1
10406,160355916,2
10407,160356410,3
10408,160356543,20
10409,160356872,28
10410,160357288,1
10411,160358937,4
10412,160361252,1
10413,160361607,1
10414,160362097,2
10415,160362449,1
10416,160363230,1
10417,160363863,1
10418,160364377,1
10419,160364889,1
10420,160365226,1
10421,160365883,10
10422,160366667,2
10423,160367643,2
10424,160367914,1
10425,160368077,3
10426,160368237,4
10427,160368372,1
10428,160368571,1
10429,160369133,11
10430,160369234,2
10431,160370691,1
10432,160371616,2
10433,160371772,1
10434,160373629,5
10435,160373846,10
10436,160374016,1
10437,160374107,1
10438,160374142,2
10439,160374887,2
10440,160376238,7
10441,160377527,2
10442,160378877,14
10443,160381245,1
10444,160382007,1
10445,160382119,1
10446,160382242,1
10447,160382389,1
10448,160382749,1
10449,160383073,2
10450,160385389,2
10451,160385653,1
10452,160386385,1
10453,160386737,1
10454,160386998,1
10455,160389197,1
10456,160389431,3
10457,160389715,8
10458,160390467,1
10459,160390980,2
10460,160390992,1
10461,160391411,2
10462,160391637,1
10463,160392136,1
10464,160392360,1
10465,160392462,1
10466,160393149,1
10467,160393375,1
10468,160393970,13
10469,160395303,1
10470,160396372,1
10471,160396566,1
10472,160396988,7
10473,160397513,2
10474,160397842,4
10475,160397968,1
10476,160398867,1
10477,160399358,16
10478,160399947,2
10479,160400347,1
10480,160400782,1
10481,160401076,2
10482,160401924,1
10483,160402828,1
10484,160403279,2
10485,160403641,1
10486,160403686,3
10487,160403893,1
10488,160404118,2
10489,160404121,1
10490,160404217,1
10491,160404594,1
10492,160404967,1
10493,160405035,1
10494,160405331,1
10495,160405461,4
10496,160405538,1
10497,160405892,1
10498,160406037,1
10499,160406171,1
10500,160406237,2
10501,160406337,2
10502,160406453,2
10503,160406768,7
10504,160407126,1
10505,160407884,1
10506,160408583,4
10507,160409352,4
10508,160412552,7
10509,160419520,90
10510,160427514,8
10511,160441307,1
10512,160450532,1
10513,160456711,4
10514,160466135,1
10515,160486977,20
10516,160583541,1
10517,160589633,1
10518,160591025,4
10519,160641634,1
10520,160706019,2
10521,160709200,4
10522,160758195,1
10523,160761733,5
10524,160865176,5
10525,160891363,2
10526,161046168,1
10527,161138991,1
10528,161140453,1
10529,161140571,1
10530,161140681,1
10531,161141080,1
10532,161141542,6
10533,161141645,1
10534,161142130,1
10535,161142284,2
10536,161142701,1
10537,161143056,2
10538,161144217,1
10539,161146107,1
10540,161146846,1
10541,161146954,2
10542,161147335,1
10543,161153952,12
10544,161157782,1
10545,161159273,1
10546,161159531,1
10547,161160594,10
10548,161160795,1
10549,161160925,1
10550,161161159,2
10551,161161346,1
10552,161161969,11
10553,161162441,1
10554,161162455,3
10555,161162539,3
10556,161162595,1
10557,161162798,2
10558,161163130,4
10559,161163454,1
10560,161163611,2
10561,161163613,2
10562,161165891,8
10563,161166123,1
10564,161166552,1
10565,161166657,3
10566,161167103,1
10567,161167262,1
10568,161167611,1
10569,161167639,1
10570,161167771,1
10571,161168584,2
10572,161168904,1
10573,161169398,1
10574,161169549,1
10575,161169636,1
10576,161170156,1
10577,161170765,51
10578,161171006,2
10579,161171585,1
10580,161171701,1
10581,161171850,1
10582,161171962,3
10583,161172004,12
10584,161172146,1
10585,161172627,1
10586,161172937,1
10587,161173054,1
10588,161174990,3
10589,161175317,20
10590,161175430,1
10591,161175907,1
10592,161176938,18
10593,161180156,1
10594,161180507,1
10595,161181024,1
10596,161181759,1
10597,161183239,1
10598,161196859,3
10599,161204451,6
10600,161206002,23
10601,161206467,1
10602,161206664,1
10603,161208149,2
10604,161208694,1
10605,161209171,2
10606,161209949,2
10607,161211282,1
10608,161211426,2
10609,161215146,1
10610,161216809,1
10611,161217518,1
10612,161217847,1
10613,161217849,1
10614,161219022,1
10615,161219335,1
10616,161219620,4
10617,161219770,1
10618,161220307,1
10619,161222632,1
10620,161223028,3
10621,161223139,1
10622,161223754,3
10623,161224200,1
10624,161224486,2
10625,161225126,1
10626,161226721,1
10627,161227157,1
10628,161227371,1
10629,161229361,1
10630,161229926,1
10631,161233058,5
10632,161236207,1
10633,161237051,1
10634,161238219,2
10635,161242406,1
10636,161242891,1
10637,161247116,2
10638,161248358,1
10639,161249142,1
10640,161249399,1
10641,161250518,2
10642,161259194,1
10643,161259512,1
10644,161259596,2
10645,161269012,1
10646,161269907,384
10647,161270185,1
10648,161271355,14
10649,161277691,29
10650,161277773,17
10651,161279125,4
10652,161280411,8
10653,161286957,6
10654,161287443,14
10655,161288815,10
10656,161288903,3
10657,161288984,2
10658,161289928,3
10659,161343279,5
10660,161390753,2
10661,161402131,2
10662,161402645,1
10663,161411267,2
10664,161430747,77
10665,161457214,1
10666,161484754,4
10667,161487448,4
10668,161494045,3
10669,161495744,1
10670,161495932,4
10671,161496038,1
10672,161496131,1
10673,161496676,1
10674,161497258,3
10675,161497911,4
10676,161498396,7
10677,161498493,1
10678,161502570,7
10679,161502870,4
10680,161502966,4
10681,161503107,3
10682,161503195,2
10683,161503296,1
10684,161503297,3
10685,161503388,1
10686,161514789,1
10687,161515199,2
10688,161519248,1
10689,161519595,1
10690,161519916,1
10691,161520372,3
10692,161520681,1
10693,161520823,1
10694,161521441,4
10695,161522307,1
10696,161522528,1
10697,161523438,1
10698,161523543,2
10699,161535507,6
10700,161541082,12
10701,161541403,1
10702,161578076,23
10703,161592223,11
10704,161605163,3
10705,161640658,1
10706,161642698,1
10707,161644346,19
10708,161661238,1
10709,161664713,1
10710,161664772,1
10711,161665130,1
10712,161665269,1
10713,161665674,1
10714,161666004,6
10715,161666513,2
10716,161670455,50
10717,161672415,2
10718,161675036,1
10719,161675251,2
10720,161676108,3
10721,161683845,3
10722,161706003,11
10723,161709204,2
10724,161710828,1
10725,161713467,5
10726,161732089,2
10727,161745157,5
10728,161750523,1
10729,161752964,9
10730,161753567,2
10731,161753642,5
10732,161754108,1
10733,161754187,1
10734,161754338,1
10735,161763636,1
10736,161763735,15
10737,161763832,19
10738,161770866,3
10739,161771580,3
10740,161771821,3
10741,161772670,76
10742,161775818,4
10743,161777824,2
10744,161779762,1
10745,161789926,15
10746,161830180,4
10747,161840722,41
10748,161900460,2
10749,161908093,1
10750,161912269,1
10751,161916173,7
10752,161916446,51
10753,161929554,109
10754,161937605,1
10755,161941276,3
10756,161944568,8
